"STNID","NAME","CTRY","COUNTRY_NAME","ISO2C","ISO3C","STATE","LATITUDE","LONGITUDE","ELEVATION","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH","ELEV(M)"
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-10-30,2021,10,30,303,11.1,24,8.9,24,1005.2,24,999.1,24,NA,0,3.3,24,4.6,NA,13.6,NA,9.1,NA,0,"G",NA,0,0,0,0,0,0,1.1,1.3,86.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-10-31,2021,10,31,304,11.6,24,10.3,24,1003.2,24,997.1,24,NA,0,3.8,24,7.2,NA,14.2,"*",9.8,NA,1.52,"G",NA,0,0,0,0,0,0,1.3,1.4,91.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-01,2021,11,1,305,10.6,24,8.7,24,997.4,24,991.3,24,NA,0,4.4,24,7.7,NA,14.2,NA,8.3,"*",1.52,"G",NA,0,0,0,0,0,0,1.1,1.3,88,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-02,2021,11,2,306,7.9,24,6.5,24,999.8,24,993.6,24,NA,0,1.9,24,3.1,NA,11.4,NA,4.8,"*",0,"G",NA,0,0,0,0,0,0,1,1.1,90.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-03,2021,11,3,307,5.6,24,4.9,24,1002.9,24,996.6,24,NA,0,0.5,24,2.6,NA,11.1,NA,0.5,NA,0,"G",NA,0,0,0,0,0,0,0.9,0.9,95.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-04,2021,11,4,308,6.9,24,6.5,24,1005.6,24,999.4,24,NA,0,2.6,24,6.2,NA,8.4,NA,3.1,NA,1.27,"G",NA,0,0,0,0,0,0,1,1,97.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-05,2021,11,5,309,8,24,6.3,24,1013.9,24,7.7,24,NA,0,4.1,24,6.7,NA,11.2,NA,4.1,NA,4.06,"G",NA,0,0,0,0,0,0,1,1.1,89,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-06,2021,11,6,310,9.8,24,8.9,24,1015.3,24,9.1,24,NA,0,5.9,24,7.2,NA,10.8,NA,8.4,NA,0,"G",NA,0,0,0,0,0,0,1.1,1.2,94.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-07,2021,11,7,311,8.5,24,7.5,24,1004,24,997.8,24,NA,0,4.8,24,7.7,NA,10.6,NA,6.8,"*",10.67,"G",NA,0,0,0,0,0,0,1,1.1,93.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-08,2021,11,8,312,7.1,24,6.9,24,1017.6,24,11.3,24,NA,0,1.2,24,3.1,NA,8.2,NA,6,NA,3.3,"G",NA,0,0,0,0,0,0,1,1,98.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-09,2021,11,9,313,8.4,24,7.8,24,1023,24,16.7,24,NA,0,4.3,24,6.2,NA,9.6,NA,5.9,NA,2.03,"G",NA,0,0,0,0,0,0,1.1,1.1,96,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-10,2021,11,10,314,10,24,9.9,24,1021.7,24,15.4,24,NA,0,3.4,24,6.2,NA,11.1,NA,8.7,NA,0,"G",NA,0,0,0,0,0,0,1.2,1.2,99.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-11,2021,11,11,315,9.3,24,8.6,24,1020.8,24,14.5,24,NA,0,2.5,24,5.1,NA,11.5,NA,6.8,"*",0.25,"G",NA,0,0,0,0,0,0,1.1,1.2,95.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-12,2021,11,12,316,8,24,7.2,24,1017.2,24,11,24,NA,0,3.7,24,5.7,NA,10.1,NA,5.8,NA,0.25,"G",NA,0,0,0,0,0,0,1,1.1,94.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-13,2021,11,13,317,6.9,24,6.1,24,1014.6,24,8.3,24,NA,0,2.5,24,4.1,NA,9,NA,6.5,NA,0.25,"G",NA,0,0,0,0,0,0,0.9,1,94.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-14,2021,11,14,318,7.6,24,7,24,1027.4,24,21.1,24,NA,0,3.1,24,4.6,NA,8.4,NA,6.5,NA,0,"G",NA,0,0,0,0,0,0,1,1,96,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-15,2021,11,15,319,6.9,24,5.4,24,1030.4,24,24,24,NA,0,1.5,24,2.6,NA,7.9,NA,5.5,"*",0,"G",NA,0,0,0,0,0,0,0.9,1,90.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-16,2021,11,16,320,5.1,24,3.2,24,1023.7,24,17.3,24,NA,0,1.4,24,2.6,NA,6.6,NA,3.8,"*",0,"G",NA,0,0,0,0,0,0,0.8,0.9,87.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-17,2021,11,17,321,5.3,24,4.9,24,1014.7,24,8.4,24,NA,0,3.5,24,5.1,NA,8.8,NA,3.2,NA,0,"G",NA,0,0,0,0,0,0,0.9,0.9,97.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-18,2021,11,18,322,9.4,24,8.8,24,1016.3,24,10.1,24,NA,0,5.9,24,8.2,NA,11.8,"*",4.1,NA,1.78,"G",NA,0,0,0,0,0,0,1.1,1.2,96,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-19,2021,11,19,323,11.7,24,10.6,24,1017.5,24,11.3,24,NA,0,6.9,24,8.2,NA,12.8,NA,10.6,"*",0.51,"G",NA,0,0,0,0,0,0,1.3,1.4,93,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-20,2021,11,20,324,10.2,24,8.8,24,1014.1,24,7.9,24,NA,0,6.7,24,7.7,NA,12,NA,8.6,"*",0,"G",NA,0,0,0,0,0,0,1.1,1.2,91,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-21,2021,11,21,325,5.9,24,4.3,24,1009.7,24,3.4,24,NA,0,3.4,24,5.7,NA,9.9,NA,3.6,"*",0.51,"G",NA,0,0,0,0,0,0,0.8,0.9,89.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-22,2021,11,22,326,3.7,24,1.8,24,1022.9,24,16.5,24,NA,0,2.8,24,5.7,NA,7.4,"*",-1.1,NA,2.29,"G",NA,0,0,0,0,0,0,0.7,0.8,87.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-23,2021,11,23,327,6.5,24,5.7,24,1023.1,24,16.8,24,NA,0,3.4,24,4.6,NA,8.9,NA,4.8,NA,0.25,"G",NA,0,0,0,0,0,0,0.9,1,94.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-24,2021,11,24,328,6.7,24,6.6,24,1017.9,24,11.6,24,NA,0,3.8,24,4.6,NA,8,NA,4.6,NA,0,"G",NA,0,0,0,0,0,0,1,1,99.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-25,2021,11,25,329,5.5,24,4.3,24,1003.9,24,997.7,24,NA,0,4.3,24,6.2,NA,7.6,NA,2.3,"*",1.52,"G",NA,0,0,0,0,0,0,0.8,0.9,92,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-26,2021,11,26,330,3.3,24,1.9,24,993.9,24,987.6,24,NA,0,3,24,4.6,NA,4.9,NA,1.7,NA,1.78,"G",NA,0,0,0,0,0,0,0.7,0.8,90.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-27,2021,11,27,331,2.9,24,2,24,992.6,24,986.4,24,NA,0,2.7,24,4.6,NA,4.2,NA,1.7,NA,0.76,"G",NA,0,0,0,0,0,0,0.7,0.8,93.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-28,2021,11,28,332,2.1,24,2,24,995.5,24,989.2,24,NA,0,0.6,24,2.1,NA,3.3,NA,0.9,"*",5.84,"G",NA,0,0,0,0,0,0,0.7,0.7,99.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-29,2021,11,29,333,1.3,24,0.4,24,1004.3,24,997.9,24,NA,0,2.5,24,5.1,NA,3.5,NA,-1.4,"*",2.03,"G",NA,0,0,0,0,0,0,0.6,0.7,93.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-11-30,2021,11,30,334,2.2,24,0.2,24,994.8,24,988.6,24,NA,0,5.9,24,12.4,NA,5.5,NA,-1.6,"*",4.57,"G",NA,0,0,0,0,0,0,0.6,0.7,86.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-01,2021,12,1,335,4.1,24,3.6,24,981.8,24,975.6,24,NA,0,6,24,11.3,NA,8.2,NA,-2.1,NA,4.32,"G",NA,0,0,0,0,0,0,0.8,0.8,96.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-02,2021,12,2,336,-0.3,24,-2.1,24,995.1,24,988.7,24,NA,0,5.2,24,10.3,NA,6.9,NA,-2.1,NA,13.21,"G",NA,0,0,0,0,0,0,0.5,0.6,87.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-03,2021,12,3,337,2.2,24,1.7,24,998.6,24,992.3,24,NA,0,4.6,24,7.2,NA,4.9,"*",-1.6,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.7,96.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-04,2021,12,4,338,3.9,24,3.8,24,997.8,24,991.6,24,NA,0,1.9,24,3.6,NA,5.3,NA,1.8,NA,5.84,"G",NA,0,0,0,0,0,0,0.8,0.8,99.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-05,2021,12,5,339,1.7,24,0.1,24,1008.9,24,2.6,24,NA,0,6.6,24,8.8,NA,4.1,NA,-1,"*",1.78,"G",NA,0,0,0,0,0,0,0.6,0.7,89.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-06,2021,12,6,340,0.6,24,-2.7,24,1015.5,24,9.1,24,NA,0,3.8,24,6.2,NA,2,NA,-1.6,NA,0,"G",NA,0,0,0,0,0,0,0.5,0.6,78.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-07,2021,12,7,341,1.3,24,-0.7,24,1008.9,24,2.5,24,NA,0,5,24,6.7,NA,1.9,NA,0.3,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.7,86.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-08,2021,12,8,342,1.3,24,0.6,24,1002.6,24,996.3,24,NA,0,5.2,24,7.7,NA,2,NA,0.4,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.7,95.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-09,2021,12,9,343,0.4,24,0.2,24,1005,24,998.6,24,NA,0,2.9,24,4.6,NA,2.1,NA,-0.3,NA,1.52,"G",NA,0,0,0,0,0,0,0.6,0.6,98.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-10,2021,12,10,344,1.6,24,1.3,24,1000.2,24,993.9,24,NA,0,1.3,24,3.1,NA,2.6,NA,0.2,"*",0.51,"G",NA,0,0,0,0,0,0,0.7,0.7,97.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-11,2021,12,11,345,0.8,24,0.5,24,1010.6,24,4.2,24,NA,0,1.8,24,3.6,NA,3.5,NA,-1.7,"*",3.3,"G",NA,0,0,0,0,0,0,0.6,0.6,97.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-12,2021,12,12,346,4.1,24,4,24,1017.5,24,11.2,24,NA,0,3.3,24,5.7,NA,7.1,NA,-2.1,NA,1.27,"G",NA,0,0,0,0,0,0,0.8,0.8,99.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-13,2021,12,13,347,7.4,24,7.4,24,1022,24,15.7,24,NA,0,3.5,24,5.1,NA,8.7,NA,5.8,NA,4.06,"G",NA,0,0,0,0,0,0,1,1,100,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-14,2021,12,14,348,5.9,24,5.9,24,1022.3,24,15.9,24,NA,0,3.7,24,6.7,NA,8.2,NA,4,NA,1.78,"G",NA,0,0,0,0,0,0,0.9,0.9,100,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-15,2021,12,15,349,8.4,24,7.6,24,1023.5,24,17.2,24,NA,0,6.6,24,8.2,NA,9.4,NA,4.7,NA,0.25,"G",NA,0,0,0,0,0,0,1,1.1,94.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-16,2021,12,16,350,6.7,24,5.7,24,1032.7,24,26.3,24,NA,0,3.5,24,5.7,NA,8.9,NA,4.1,"*",0,"G",NA,0,0,0,0,0,0,0.9,1,93.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-17,2021,12,17,351,5.9,24,5.9,24,1037.1,24,30.7,24,NA,0,2.8,24,4.6,NA,7.8,"*",3.8,NA,0,"G",NA,0,0,0,0,0,0,0.9,0.9,100,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-18,2021,12,18,352,6.6,24,6,24,1032,24,25.7,24,NA,0,4.4,24,8.2,NA,8.5,NA,5.5,NA,0.25,"G",NA,0,0,0,0,0,0,0.9,1,96,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-19,2021,12,19,353,5.3,24,2.1,24,1023.4,24,17.1,24,NA,0,5,24,8.2,NA,8,NA,0.8,"*",0,"G",NA,0,0,0,0,0,0,0.7,0.9,79.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-20,2021,12,20,354,0.7,24,-1.7,24,1026.9,24,20.4,24,NA,0,2.1,24,3.1,NA,3.7,NA,-2.7,"*",0,"G",NA,0,0,0,0,0,0,0.5,0.6,84,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-21,2021,12,21,355,-0.7,24,-1.4,24,1026,24,19.4,24,NA,0,1.5,24,3.1,NA,1.6,NA,-4.4,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.6,95,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-22,2021,12,22,356,1.8,24,1.4,24,1022.7,24,16.3,24,NA,0,2.5,24,3.6,NA,2.8,NA,-0.1,"*",0,"G",NA,0,0,0,0,0,0,0.7,0.7,97.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-23,2021,12,23,357,-0.6,24,-1,24,1007.9,24,1.4,24,NA,0,2.2,24,3.6,NA,1.5,NA,-1.2,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.6,97.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-24,2021,12,24,358,-2.6,24,-5.2,24,1002.8,24,996.3,24,NA,0,3.5,24,7.7,NA,0.4,NA,-6.2,"*",1.02,"G",NA,0,0,0,0,0,0,0.4,0.5,82.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-25,2021,12,25,359,-4.7,24,-6.7,24,1012.4,24,5.9,24,NA,0,2.2,24,3.6,NA,-1.5,NA,-8.4,NA,0.25,"G",NA,0,0,0,0,0,0,0.4,0.4,85.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-26,2021,12,26,360,-3.4,24,-4.2,24,1013.4,24,6.9,24,NA,0,1.7,24,2.6,NA,-0.7,NA,-6.7,NA,0.25,"G",NA,0,0,0,0,0,0,0.4,0.5,94.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-27,2021,12,27,361,-2.7,24,-6.1,24,1006.5,24,0,24,NA,0,3.9,24,5.7,NA,-1.1,"*",-5.3,NA,0,"G",NA,0,0,0,0,0,0,0.4,0.5,77.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-28,2021,12,28,362,-0.1,24,-0.3,24,997.3,24,991,24,NA,0,3.6,24,5.7,NA,0.4,"*",-2.4,NA,0.51,"G",NA,0,0,0,0,0,0,0.6,0.6,98.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-29,2021,12,29,363,1.1,24,1.1,24,1003.2,24,996.9,24,NA,0,1.3,24,4.6,NA,2.5,"*",0,NA,1.52,"G",NA,0,0,0,0,0,0,0.7,0.7,100,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-30,2021,12,30,364,6.8,22,6.8,22,1005.6,22,999.4,22,NA,0,4.7,22,5.7,NA,8.6,NA,1.4,NA,1.52,"G",NA,0,0,0,0,0,0,1,1,100,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2021-12-31,2021,12,31,365,8.8,24,8.8,24,1008.2,24,2,24,NA,0,5.5,24,8.2,NA,9.7,NA,7.9,"*",3.81,"G",NA,0,0,0,0,0,0,1.1,1.1,100,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-01,2022,1,1,1,8.9,24,8.9,24,1016.8,24,10.5,24,NA,0,4.2,24,5.7,NA,10.3,"*",7.8,NA,7.87,"G",NA,0,0,0,0,0,0,1.1,1.1,100,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-02,2022,1,2,2,9,24,8.9,24,1005.1,24,998.9,24,NA,0,5,24,6.7,NA,10.4,NA,7.5,"*",3.81,"G",NA,0,0,0,0,0,0,1.1,1.1,99.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-03,2022,1,3,3,7.3,24,6.9,24,998.5,24,992.4,24,NA,0,6.9,24,9.3,NA,8.4,NA,6.9,"*",6.6,"G",NA,0,0,0,0,0,0,1,1,97.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-04,2022,1,4,4,3.3,24,2.8,24,991.5,24,985.3,24,NA,0,3.1,24,6.2,NA,7.3,NA,1.6,"*",8.13,"G",NA,0,0,0,0,0,0,0.7,0.8,96.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-05,2022,1,5,5,2.3,24,0.7,24,992.8,24,986.5,24,NA,0,5.4,24,7.2,NA,4.4,NA,0,"*",2.03,"G",NA,0,0,0,0,0,0,0.6,0.7,89.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-06,2022,1,6,6,-0.1,23,-2.2,23,1012.7,23,6.3,23,NA,0,2.2,23,3.6,NA,2,"*",-3,"*",0,"G",NA,0,0,0,0,0,0,0.5,0.6,85.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-07,2022,1,7,7,1.9,24,1.7,24,1006.4,24,0,24,NA,0,4.1,24,6.2,NA,3.5,NA,-0.8,NA,0.76,"G",NA,0,0,0,0,0,0,0.7,0.7,98.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-08,2022,1,8,8,2.3,24,1.6,24,1001.4,24,995.1,24,NA,0,4.6,24,6.7,NA,4.4,NA,0.8,"*",1.52,"G",NA,0,0,0,0,0,0,0.7,0.7,95.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-09,2022,1,9,9,1.1,24,1,24,996.8,24,990.5,24,NA,0,3.1,24,4.6,NA,2.4,NA,0.4,NA,3.81,"G",NA,0,0,0,0,0,0,0.7,0.7,99.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-10,2022,1,10,10,2,24,1.3,24,1021.8,24,15.3,24,NA,0,2.5,24,4.1,NA,3.5,NA,0.3,NA,2.03,"G",NA,0,0,0,0,0,0,0.7,0.7,95.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-11,2022,1,11,11,2.6,24,2.1,24,1031.5,24,25,24,NA,0,3.6,24,5.7,NA,3.5,NA,1.1,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.7,96.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-12,2022,1,12,12,4.2,24,4.2,24,1033.1,24,26.7,24,NA,0,4.1,24,7.7,NA,6.6,"*",1.5,NA,0.51,"G",NA,0,0,0,0,0,0,0.8,0.8,100,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-13,2022,1,13,13,6.8,24,6.4,24,1029.7,24,23.4,24,NA,0,6.5,24,8.2,NA,7.3,NA,5.8,NA,0.25,"G",NA,0,0,0,0,0,0,1,1,97.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-14,2022,1,14,14,5.3,24,3.1,24,1027.5,24,21.1,24,NA,0,5.6,24,8.2,NA,8.2,NA,0,"*",0,"G",NA,0,0,0,0,0,0,0.8,0.9,85.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-15,2022,1,15,15,1.7,24,0.8,24,1026.8,24,20.3,24,NA,0,2.3,24,5.1,NA,4.7,NA,-1,NA,0.25,"G",NA,0,0,0,0,0,0,0.6,0.7,93.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-16,2022,1,16,16,4.2,24,3.3,24,1015.5,24,9.1,24,NA,0,5.6,24,8.2,NA,6.3,NA,2,NA,0,"G",NA,0,0,0,0,0,0,0.8,0.8,93.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-17,2022,1,17,17,4.1,24,0.8,24,1021.2,24,14.8,24,NA,0,6.2,24,11.8,NA,7.3,NA,0.8,"*",1.78,"G",NA,0,0,0,0,0,0,0.6,0.8,79.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-18,2022,1,18,18,4.6,24,3.9,24,1032.1,24,25.7,24,NA,0,4.5,24,6.7,NA,6.1,NA,0.5,NA,0,"G",NA,0,0,0,0,0,0,0.8,0.8,95.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-19,2022,1,19,19,3.8,24,2.4,24,1015.4,24,9,24,NA,0,8.2,24,10.3,NA,5.9,NA,2.6,"*",0,"G",NA,0,0,0,0,0,0,0.7,0.8,90.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-20,2022,1,20,20,0.8,24,-7,24,1015.9,24,9.5,24,NA,0,7.2,24,12.9,NA,5.7,NA,-0.9,NA,1.02,"G",NA,0,0,0,0,0,0,0.4,0.6,56,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-21,2022,1,21,21,1.4,24,-0.7,24,1024,24,17.6,24,NA,0,3.1,24,4.6,NA,5.1,NA,-3.2,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.7,85.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-22,2022,1,22,22,3.2,24,3.1,24,1027.2,24,20.7,24,NA,0,1.9,24,4.1,NA,5.7,NA,-1.8,NA,0.51,"G",NA,0,0,0,0,0,0,0.8,0.8,99.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-23,2022,1,23,23,6.2,24,6.2,24,1031.5,24,25.1,24,NA,0,3.4,24,5.1,NA,7.5,NA,5.1,NA,1.02,"G",NA,0,0,0,0,0,0,0.9,0.9,100,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2022-01-24,2022,1,24,24,5,24,4.1,24,1031.6,24,25.2,24,NA,0,4.2,24,5.1,NA,6.2,NA,4.4,NA,0,"G",NA,0,0,0,0,0,0,0.8,0.9,93.9,51
